cách_âm,tiếng ồn lọt qua
cách_âm,tiếng ồn vọng vào
cách_âm_hơi_kém,chống ồn kém
cách_âm_hơi_kém,không cách âm tốt
cách_âm_hơi_kém,khả năng cách âm yếu
cách_âm_hơi_kém,ồn từ bên ngoài
có_camera,camera theo dõi
có_camera,có hệ thống camera
có_camera,có thiết bị giám sát
có_camera,giám sát camera
có_gương_selfie,có gương chụp ảnh
có_gương_selfie,có gương tự sướng
có_gương_selfie,có gương để chụp hình
có_gương_selfie,gương selfie tiện lợi
có_mái_che,che mưa nắng
có_mái_che,có mái bảo vệ
có_mái_che,có mái phủ
có_mái_che,kèm mái che
có_netflix_xem_phim,bao gồm Netflix xem phim
có_netflix_xem_phim,cung cấp Netflix
có_netflix_xem_phim,có dịch vụ Netflix
có_netflix_xem_phim,truy cập Netflix
có_quầy_bar,bao gồm quầy bar
có_quầy_bar,có quán bar
có_quầy_bar,kèm quầy bar
có_quầy_bar,quầy bar tiện lợi
cũ,không mới
cũ,không tươi
cũ,lỗi thời
cũ,xưa cũ
cũ,đã qua sử dụng
cũ_kỹ,cũ nát
cũ_kỹ,cũ rích
cũ_kỹ,cổ lỗ
cũ_kỹ,hết thời
cũ_kỹ,không hiện đại
cũ_kỹ,lạc hậu
cũ_kỹ,lỗi mốt
cũ_kỹ,lỗi thời
cũ_kỹ,quê mùa
cũ_kỹ,xưa cũ
cơ_sở_vật_chất,cơ sở hạ tầng
cơ_sở_vật_chất,facilities
cơ_sở_vật_chất,infrastructure
cơ_sở_vật_chất,tiện nghi
cơ_sở_vật_chất,trang thiết bị
cơ_sở_vật_chất,vật chất
cơ_sở_vật_chất_kém,cơ sở vật chất yếu
cơ_sở_vật_chất_kém,thiết bị tệ
cơ_sở_vật_chất_kém,trang bị không tốt
cơ_sở_vật_chất_kém,đồ dùng kém chất lượng
cơ_vật_chất,cơ sở
cơ_vật_chất,cơ sở vật chất
cơ_vật_chất,facilities
cơ_vật_chất,trang thiết bị
cơ_vật_chất,vật chất
cạnh_tranh,giá cạnh tranh
cạnh_tranh,giá hợp thị trường
cạnh_tranh,giá nổi bật
cạnh_tranh,giá tốt hơn
cảnh_quan,cảnh sắc
cảnh_quan,cảnh vật
cảnh_quan,khung cảnh
cảnh_quan,phong cảnh
cảnh_quan,view
cẩu_thả,bất cẩn
cẩu_thả,hời hợt
cẩu_thả,không cẩn thận
cẩu_thả,làm việc thiếu chỉn chu
cẩu_thả,làm ẩu
cẩu_thả,lơ đễnh
cẩu_thả,qua loa
cẩu_thả,sơ suất
cẩu_thả,sơ sài
cẩu_thả,vô ý
cử_nhân_viên_tặng_bánh,gửi nhân viên tặng bánh
cử_nhân_viên_tặng_bánh,nhân viên mang bánh tặng
cử_nhân_viên_tặng_bánh,phái nhân viên tặng quà
cử_nhân_viên_tặng_bánh,điều nhân viên mang bánh
dễ_chịu,dễ dàng
dễ_chịu,dễ gần
dễ_chịu,dễ hòa đồng
dễ_chịu,dễ sử dụng
dễ_chịu,dễ thích nghi
dễ_chịu,dễ tiếp cận
dễ_chịu,hài lòng
dễ_chịu,không khó chịu
dễ_chịu,không phức tạp
dễ_chịu,không rắc rối
dễ_chịu,thoái mái
dễ_chịu,thoải mái
dễ_chịu,thích thú
dễ_dàng,không khó
dễ_dàng,thuận tiện
dễ_dàng,tiện lợi
dễ_dàng,đơn giản
dễ_kết_nối,dễ truy cập
dễ_kết_nối,không khó kết nối
dễ_kết_nối,kết nối nhanh
dễ_kết_nối,kết nối đơn giản
dễ_thương,duyên dáng
dễ_thương,dễ cảm
dễ_thương,dễ gần
dễ_thương,dễ mến
dễ_thương,dịu dàng
dễ_thương,ngộ nghĩnh
dễ_thương,thân thiện
dễ_thương,vui tính
dễ_thương,đáng mến
dễ_thương,đáng yêu
dễ_tìm,dễ nhận ra
dễ_tìm,dễ phát hiện
dễ_tìm,dễ thấy
dễ_tìm,dễ xác định
dễ_đi_lại,dễ lưu thông
dễ_đi_lại,không khó di chuyển
dễ_đi_lại,thuận tiện di chuyển
dễ_đi_lại,tiện đi lại
dịch_vụ,chăm sóc khách hàng
dịch_vụ,công tác phục vụ
dịch_vụ,công việc phục vụ
dịch_vụ,hoạt động kinh doanh
dịch_vụ,hoạt động phục vụ
dịch_vụ,phục vụ
dịch_vụ,service
dịch_vụ,sự cung cấp
dịch_vụ,sự giúp đỡ
dịch_vụ,sự phục vụ
dịch_vụ,sự tiếp đón
dịch_vụ,tiện nghi cung cấp
dịch_vụ,tiện ích
dịch_vụ,tiện ích phục vụ
dịch_vụ_phòng,dịch vụ tại phòng
dịch_vụ_phòng,gọi đồ ăn tại phòng
dịch_vụ_phòng,phục vụ phòng
dịch_vụ_phòng,phục vụ tại phòng
dịch_vụ_phòng,room service
dột,bị dột
dột,lỗ hổng
dột,rỉ nước
dột,thấm nước
dột_nát,dột
dột_nát,hư hỏng
dột_nát,mục nát
dột_nát,nứt nẻ
dột_nát,rách nát
dột_nát,rỉ nước
dột_nát,thủng
dột_nát,tồi tàn
dột_nát,xiêu vẹo
dột_nát,xập xệ
dở,không ngon
dở,kém vị
dở,thất bại
dở,tệ
dụng_cụ_mới,dụng cụ hiện đại
dụng_cụ_mới,máy móc mới
dụng_cụ_mới,thiết bị mới
dụng_cụ_mới,đồ dùng mới
f&b,food and beverage
f&b,nhà hàng
f&b,đồ ăn thức uống
f&b,ẩm thực
gian_lận,không minh bạch
gian_lận,lừa đảo
gian_lận,thiếu trung thực
gian_lận,đánh lừa giá
giá,chi phí
giá,giá cả
giá,giá tiền
giá,price
giá,rates
giá_cao,cao giá
giá_cao,mắc
giá_cao,tốn kém
giá_cao,đắt
giá_cả,chi phí
giá_cả,giá tiền
giá_cả,mức giá
giá_cả,phí
giá_cả,price
giá_cả,rates
giá_giảm,giá khuyến mãi
giá_giảm,giá thấp hơn
giá_giảm,giá ưu đãi
giá_giảm,giảm chi phí
giá_hợp_lý,giá cân đối
giá_hợp_lý,giá phải chăng
giá_hợp_lý,giá thích hợp
giá_hợp_lý,giá vừa phải
giá_tốt,giá hấp dẫn
giá_tốt,giá hợp lý
giá_tốt,giá phải chăng
giá_tốt,giá ưu đãi
giám_sát,kiểm soát
giám_sát,quan sát
giám_sát,theo dõi
giám_sát,trông coi
giám_sát_tốt,an ninh chặt chẽ
giám_sát_tốt,kiểm soát tốt
giám_sát_tốt,quản lý tốt
giám_sát_tốt,theo dõi kỹ
giúp_đỡ,giúp sức
giúp_đỡ,hỗ trợ
giúp_đỡ,phụ giúp
giúp_đỡ,phục vụ tận tình
giúp_đỡ,tiếp sức
giúp_đỡ,tiếp tay
giúp_đỡ,trợ giúp
giúp_đỡ,trợ lực
giúp_đỡ,tương trợ
giúp_đỡ,tương tác
giảm_giá,giá thấp hơn
giảm_giá,giảm chi phí
giảm_giá,khuyến mãi
giảm_giá,ưu đãi giá
giảm_giá,giảm
giật,không mượt
giật,không ổn định
giật,lag
giật,ngắt quãng
giữ_tiền_cọc,chiếm đoạt tiền cọc
giữ_tiền_cọc,không chịu trả lại tiền đặt cọc
giữ_tiền_cọc,không hoàn cọc
giữ_tiền_cọc,không hoàn trả tiền cọc
giữ_tiền_cọc,không trả lại tiền đặt cọc
giữ_tiền_cọc,không trả tiền cọc
giữ_tiền_cọc,lật lọng tiền cọc
giữ_tiền_cọc,lừa tiền cọc
giữ_tiền_cọc,ăn tiền cọc
giữ_tiền_cọc,đưa ra lý do giữ tiền cọc
gần,cận kề
gần,không xa
gần,lân cận
gần,sát
gần_biển,cận biển
gần_biển,kề biển
gần_biển,sát biển
gần_biển,ven biển
gần_cửa,cận cửa
gần_cửa,gần lối vào
gần_cửa,kề cửa
gần_cửa,sát cửa
hiện_đại,cập nhật
hiện_đại,không lỗi thời
hiện_đại,mới mẻ
hiện_đại,theo xu hướng
hiện_đại,thời thượng
hiện_đại,tiên tiến
hiện_đại,tân thời
hiện_đại,tân tiến
hiện_đại,tối tân
hiện_đại,đương đại
hiệu_quả,hữu hiệu
hiệu_quả,năng suất
hiệu_quả,tốt
hiệu_quả,đạt kết quả
hoi_mat_thoi_gian,chậm trễ
hoi_mat_thoi_gian,kéo dài
hoi_mat_thoi_gian,mất thời gian
hoi_mat_thoi_gian,trì hoãn
hoàn_hảo,hoàn chỉnh
hoàn_hảo,không chê vào đâu được
hoàn_hảo,không có lỗi
hoàn_hảo,không tì vết
hoàn_hảo,toàn vẹn
hoàn_hảo,trọn vẹn
hoàn_hảo,tuyệt hảo
hoàn_hảo,tuyệt vời
hoàn_hảo,vẹn toàn
hoàn_hảo,xuất sắc
hung_hăng,cục cằn
hung_hăng,dữ dội
hung_hăng,dữ tợn
hung_hăng,gây hấn
hung_hăng,hiếu chiến
hung_hăng,hung bạo
hung_hăng,hung dữ
hung_hăng,hung hãn
hung_hăng,hung hổ
hung_hăng,hung tợn
hung_hăng,hùng hổ
hung_hăng,nóng nảy
hung_hăng,thô bạo
hơi_lâu,chậm
hơi_lâu,dài dòng
hơi_lâu,khá lâu
hơi_lâu,không nhanh
hơi_ít_món,hạn chế thực đơn
hơi_ít_món,không nhiều món
hơi_ít_món,thiếu món
hơi_ít_món,ít lựa chọn
hơi_ít_và_không_phong_phú,hạn chế món
hơi_ít_và_không_phong_phú,không đủ phong phú
hơi_ít_và_không_phong_phú,thiếu đa dạng
hơi_ít_và_không_phong_phú,ít món và đơn điệu
hư_hỏng,bị hỏng
hư_hỏng,không hoạt động
hư_hỏng,lỗi kỹ thuật
hư_hỏng,sự cố
hương_thơm,hương dễ chịu
hương_thơm,mùi thơm
hương_thơm,thơm ngát
hương_thơm,thơm tho
hướng_nắng,chịu nắng
hướng_nắng,hứng nắng
hướng_nắng,nhiều nắng
hướng_nắng,nắng chiếu vào
hướng_nắng,nắng rọi thẳng
hướng_nắng,phía có nắng
hướng_nắng,phơi nắng
hướng_nắng,tiếp xúc nhiều nắng
hướng_nắng,ánh nắng trực tiếp
hướng_nắng,đón nắng
hạn_chế,bị giới hạn
hạn_chế,có mức giới hạn
hạn_chế,có ít lựa chọn
hạn_chế,giới hạn
hạn_chế,không phong phú
hạn_chế,không toàn diện
hạn_chế,không trọn vẹn
hạn_chế,không đa dạng
hạn_chế,không đầy đủ
hạn_chế,không đủ
hạn_chế,thiếu lựa chọn
hạn_chế,thiếu sót
hạn_chế,ít
hấp_dẫn,lôi cuốn
hấp_dẫn,mời gọi
hấp_dẫn,quyến rũ
hấp_dẫn,thú vị
hẹp,bé
hẹp,bí bách
hẹp,bị bó
hẹp,bị gò
hẹp,chật
hẹp,chật chội
hẹp,chật hẹp
hẹp,chật ních
hẹp,hạn chế
hẹp,không rộng
hẹp,nhỏ
hẹp,thiếu không gian
hẻo_lánh,cô lập
hẻo_lánh,hoang vu
hẻo_lánh,vắng vẻ
hẻo_lánh,xa xôi
hỏi_thăm_gia_đình,chăm sóc khách hàng
hỏi_thăm_gia_đình,hỏi thăm người thân
hỏi_thăm_gia_đình,quan tâm gia đình
hỏi_thăm_gia_đình,thăm hỏi gia đình
hỏng,bị hư
hỏng,bị hỏng
hỏng,bị lỗi
hỏng,bị vỡ
hỏng,hư hỏng
hỏng,không còn tốt
hỏng,không dùng được
hỏng,không hoạt động
hỏng,lỗi kỹ thuật
hỏng,mất chức năng
hỏng,sự cố
hỏng,trục trặc
hồ_bơi,bể
hồ_bơi,bể bơi
hồ_bơi,bể bơi lội
hồ_bơi,bể tắm
hồ_bơi,hồ nước bơi
hồ_bơi,khu vực bơi
hồ_bơi,pool
hồ_bơi,swimming pool
hồ_bơi_nhỏ,bể bơi bé
hồ_bơi_nhỏ,bể bơi nhỏ
hồ_bơi_nhỏ,hồ bơi chật
hồ_bơi_nhỏ,hồ bơi hạn chế
hợp_lý,cân đối
hợp_lý,phải chăng
hợp_lý,thích hợp
hợp_lý,vừa phải
hợp_túi_tiền,kinh tế
hợp_túi_tiền,phù hợp tài chính
hợp_túi_tiền,tiết kiệm
hợp_túi_tiền,vừa túi tiền
internet,kết nối mạng
internet,mạng
internet,mạng không dây
internet,wifi
internet,đường truyền
kha_nhieu_thuc_an,nhiều đồ ăn
kha_nhieu_thuc_an,thực phẩm phong phú
kha_nhieu_thuc_an,đầy đủ thức ăn
kha_nhieu_thuc_an,đủ món ăn
khinh_thường,coi khinh
khinh_thường,coi thường
khinh_thường,có thái độ khinh người
khinh_thường,khinh bỉ
khinh_thường,khinh miệt
khinh_thường,khinh rẻ
khinh_thường,không tôn trọng
khinh_thường,miệt thị
khinh_thường,xem thường
khinh_thường,ăn nói kiểu trên trời
khu_phức_tạp,khu hỗn độn
khu_phức_tạp,khu lộn xộn
khu_phức_tạp,khu phức tạp
khu_phức_tạp,khu rắc rối
khách_sạn,chỗ nghỉ
khách_sạn,chỗ ở
khách_sạn,hotel
khách_sạn,nơi lưu trú
khách_sạn,nơi nghỉ
khó_chịu,bẳn gắt
khó_chịu,bực bội
khó_chịu,cau có
khó_chịu,cáu kỉnh
khó_chịu,gắt gỏng
khó_chịu,khó tính
khó_chịu,khó ở
khó_chịu,không dễ chịu
khó_chịu,không thoải mái
khó_chịu,không thỏa mái
khó_chịu,không vui
khó_chịu,ngứa mắt
khó_chịu,phiền lòng
khó_khăn,bất tiện
khó_khăn,khó sử dụng
khó_khăn,không dễ
khó_khăn,không dễ dàng
khó_khăn,không suôn sẻ
khó_khăn,không thuận lợi
khó_khăn,không thuận tiện
khó_khăn,nhiều trở ngại
khó_khăn,phiền hà
khó_khăn,phiền phức
khó_khăn,phức tạp
khó_khăn,rắc rối
khó_kết_nối,khó truy cập
khó_kết_nối,không dễ kết nối
khó_kết_nối,kết nối khó
khó_kết_nối,kết nối phức tạp
khó_tìm,khó nhận ra
khó_tìm,khó phát hiện
khó_tìm,khó thấy
khó_tìm,khó xác định
khó_đi_lại,bất tiện di chuyển
khó_đi_lại,khó khăn giao thông
khó_đi_lại,khó lưu thông
khó_đi_lại,không dễ đi
khô_héo,héo úa
khô_héo,khô cằn
khô_héo,khô khốc
khô_héo,tàn lụi
khôn_chín,chín không kỹ
khôn_chín,chưa chín
khôn_chín,không chín đều
khôn_chín,sống
không_an_toàn,bất an
không_an_toàn,không chắc chắn
không_an_toàn,nguy hiểm
không_an_toàn,thiếu bảo đảm
không_chuyên,không chuẩn
không_chuyên,không thành thạo
không_chuyên,không đúng chuẩn
không_chuyên,nghiệp dư
không_chuyên,thiếu chuyên nghiệp
không_chuyên,thiếu kỹ năng
không_chuyên_nghiệp,chưa đủ trình độ
không_chuyên_nghiệp,không thành thạo
không_chuyên_nghiệp,không đúng chuẩn
không_chuyên_nghiệp,không đúng quy trình
không_chuyên_nghiệp,làm việc không chuẩn mực
không_chuyên_nghiệp,nghiệp dư
không_chuyên_nghiệp,thiếu chuyên nghiệp
không_chuyên_nghiệp,thiếu kinh nghiệm
không_chuyên_nghiệp,thiếu kỹ năng
không_chuyên_nghiệp,thiếu nghiêm túc
không_chăm_sóc,bỏ bê
không_chăm_sóc,không bảo dưỡng
không_chăm_sóc,lơ là
không_chăm_sóc,thiếu chăm chút
không_chịu,không cho
không_chịu,không chấp nhận
không_chịu,không chịu hợp tác
không_chịu,không làm
không_chịu,không muốn
không_chịu,không phối hợp
không_chịu,không thực hiện
không_chịu,không tiếp nhận
không_chịu,không đồng ý
không_chịu,từ chối
không_có_cứu_hộ,bỏ trống cứu hộ
không_có_cứu_hộ,không có nhân viên cứu hộ
không_có_cứu_hộ,không hỗ trợ cứu hộ
không_có_cứu_hộ,thiếu cứu hộ
không_có_ghế_dài,không có chỗ nằm
không_có_ghế_dài,không đủ ghế
không_có_ghế_dài,thiếu chỗ nghỉ
không_có_ghế_dài,thiếu ghế dài
không_có_nước_nóng,không nước ấm
không_có_nước_nóng,không đủ nhiệt
không_có_nước_nóng,nước lạnh
không_có_nước_nóng,thiếu nước nóng
không_gian,area
không_gian,diện tích
không_gian,không gian chung
không_gian,không gian sinh hoạt
không_gian,không gian sống
không_gian_chung,common area
không_gian_chung,khu vực chung
không_gian_chung,lobby
không_gian_chung,phòng chung
không_gian_chung,shared space
không_gian_chật,không gian bí
không_gian_chật,không gian hạn chế
không_gian_chật,không gian hẹp
không_gian_chật,không gian nhỏ
không_gian_hẹp,không gian bí
không_gian_hẹp,không gian chật
không_gian_hẹp,không gian hạn chế
không_gian_hẹp,không gian nhỏ
không_gian_thoáng,không gian không bí
không_gian_thoáng,không gian mát mẻ
không_gian_thoáng,không gian rộng rãi
không_gian_thoáng,không gian thông thoáng
không_gian_đẹp,không gian hấp dẫn
không_gian_đẹp,không gian lộng lẫy
không_gian_đẹp,không gian mỹ miều
không_gian_đẹp,không gian xinh
không_giật,không lag
không_giật,mượt mà
không_giật,trơn tru
không_giật,ổn định
không_hiện_đại,cũ kỹ
không_hiện_đại,không tiên tiến
không_hiện_đại,lạc hậu
không_hiện_đại,lỗi thời
không_hợp_lý,không cân đối
không_hợp_lý,không phải chăng
không_hợp_lý,quá cao
không_hợp_lý,vô lý
không_khí_nặng_nề,không khí bí
không_khí_nặng_nề,không khí khó chịu
không_khí_nặng_nề,không khí ngột ngạt
không_khí_nặng_nề,không khí ô nhiễm
không_kết_nối,không liên kết
không_kết_nối,không vào mạng
không_kết_nối,mất kết nối
không_kết_nối,ngắt kết nối
không_mát,không mát mẻ
không_mát,nóng
không_mát,oi bức
không_mát,thiếu mát
không_mùi,không có mùi
không_mùi,không mùi khó chịu
không_mùi,sạch mùi
không_mùi,vô mùi
không_ngon,dở
không_ngon,khó ăn
không_ngon,mất vị
không_ngon,nhạt nhẽo
không_nhiệt_tình,không chu đáo
không_nhiệt_tình,không chú tâm
không_nhiệt_tình,không hăng hái
không_nhiệt_tình,không hết lòng
không_nhiệt_tình,không nỗ lực
không_nhiệt_tình,không sốt sắng
không_nhiệt_tình,không tận tâm
không_nhiệt_tình,làm chiếu lệ
không_nhiệt_tình,làm qua loa
không_nhiệt_tình,lười biếng
không_nhiệt_tình,lạnh nhạt
không_nhiệt_tình,thiếu tận tình
không_nhiệt_tình,thờ ơ
không_nhiệt_tình,uể oải
không_như_mong_đợi,dưới mức mong đợi
không_như_mong_đợi,không thỏa mãn
không_như_mong_đợi,không đạt kỳ vọng
không_như_mong_đợi,thất vọng
không_phong_phú,hạn chế món
không_phong_phú,thiếu đa dạng
không_phong_phú,ít loại
không_phong_phú,ít lựa chọn
không_phủ_sóng,không có sóng
không_phủ_sóng,không tới sóng
không_phủ_sóng,mất tín hiệu
không_phủ_sóng,thiếu sóng
không_sạch,dơ bẩn
không_sạch,không vệ sinh
không_sạch,lem luốc
không_sạch,ô uế
không_thoải_mái,bực bội
không_thoải_mái,gò bó
không_thoải_mái,khó chịu
không_thoải_mái,không dễ chịu
không_thuận_tiện,bất tiện
không_thuận_tiện,khó khăn
không_thuận_tiện,không dễ dàng
không_thuận_tiện,không phù hợp
không_thân_thiện,khó gần
không_thân_thiện,không cởi mở
không_thân_thiện,không gần gũi
không_thân_thiện,không hòa đồng
không_thân_thiện,không niềm nở
không_thân_thiện,không thân mật
không_thân_thiện,kém thân thiện
không_thân_thiện,lạnh lùng
không_thân_thiện,thiếu thân thiện
không_thân_thiện,xa cách
không_tin_được,bất tín
không_tin_được,không đáng tin
không_tin_được,không đáng tin cậy
không_tin_được,thiếu uy tín
không_xứng_đáng,không hợp chi phí
không_xứng_đáng,không tương xứng
không_xứng_đáng,không đáng giá
không_xứng_đáng,lãng phí tiền
không_đa_dạng,không phong phú
không_đa_dạng,thiếu đa dạng
không_đa_dạng,ít loại
không_đa_dạng,đơn điệu
không_điều_chỉnh_được,cố định
không_điều_chỉnh_được,không chỉnh được
không_điều_chỉnh_được,không linh hoạt
không_điều_chỉnh_được,không tùy chỉnh
không_đáng_đồng_tiền,không xứng giá
không_đáng_đồng_tiền,không đáng trả
không_đáng_đồng_tiền,lãng phí
không_đáng_đồng_tiền,thiệt thòi
không_đúng_giờ,chậm trễ
không_đúng_giờ,không kịp giờ
không_đúng_giờ,không đúng hẹn
không_đúng_giờ,trễ giờ
không_đầy_đủ,chưa hoàn chỉnh
không_đầy_đủ,còn thiếu
không_đầy_đủ,không đủ
không_đầy_đủ,thiếu thốn
không_ồn,không tiếng ồn
không_ồn,tĩnh lặng
không_ồn,yên lặng
không_ồn,êm ái
không_ổn_định,bất ổn
không_ổn_định,chập chờn
không_ổn_định,dao động
không_ổn_định,không chắc chắn
khắp_phòng,cả phòng
khắp_phòng,mọi nơi trong phòng
khắp_phòng,phủ sóng khắp
khắp_phòng,toàn phòng
kém,chưa đủ tiêu chuẩn
kém,dưới chuẩn
kém,dưới mức
kém,dở
kém,không tốt
kém,không đáng kể
kém,không đáp ứng
kém,không đạt
kém,không đạt yêu cầu
kém,không đủ
kém,không đủ khả năng
kém,thiếu sót
kém,thấp
kém,thấp kém
kém,tệ
kém,yếu
kém_chất_lượng,chất lượng không đảm bảo
kém_chất_lượng,chất lượng kém
